File,Folder,Points,Features
m-037-05.pts,m-037,"[(343.899, 257.924), (454.177, 250.633), (351.19, 377.316), (442.329, 372.759), (298.329, 246.076), (373.063, 234.228), (416.81, 229.671), (494.278, 242.43), (280.101, 263.392), (317.468, 260.658), (368.506, 258.835), (425.924, 255.19), (476.051, 254.278), (518.886, 260.658), (397.671, 317.165), (383.089, 328.101), (415.899, 326.278), (399.494, 362.734), (403.139, 390.987), (403.139, 457.519), (297.418, 381.873), (508.861, 377.316)]","{'Eye length ratio': 0.3287749618257562, 'Eye distance ratio': 0.5021684853779139, 'Nose ratio': 0.15537509904806918, 'Lip size ratio': 3.20329823113182, 'Lip length ratio': 0.4314716956099267, 'Eye-brow length ratio': 0.3287749618257562, 'Aggressive ratio': 0.9536048202827344}"
m-038-01.pts,m-038,"[(386.681, 260.324), (491.178, 274.058), (380.71, 379.749), (486.998, 395.872), (344.882, 233.454), (424.897, 235.245), (466.696, 240.619), (540.142, 247.187), (310.249, 251.964), (360.408, 258.533), (407.581, 266.295), (470.279, 273.461), (517.452, 277.641), (559.25, 278.835), (436.84, 325.411), (417.732, 329.591), (451.171, 334.368), (434.451, 377.958), (429.077, 401.246), (416.537, 478.275), (312.04, 368.404), (539.545, 395.872)]","{'Eye length ratio': 0.3195691630653112, 'Eye distance ratio': 0.47480715271858237, 'Nose ratio': 0.14740314924225373, 'Lip size ratio': 4.498068204258851, 'Lip length ratio': 0.4691273660869943, 'Eye-brow length ratio': 0.3195691630653112, 'Aggressive ratio': 0.925867136296857}"
m-038-02.pts,m-038,"[(372.203, 247.42), (477.859, 253.202), (366.421, 357.281), (475.756, 366.217), (332.779, 217.457), (411.101, 214.829), (447.897, 218.509), (523.591, 230.599), (299.663, 245.843), (349.6, 247.945), (394.806, 249.522), (458.41, 253.727), (500.462, 255.304), (544.617, 263.715), (424.243, 296.831), (406.371, 306.292), (440.012, 308.921), (422.14, 339.408), (419.512, 387.768), (415.832, 465.039), (302.292, 354.652), (535.155, 370.948)]","{'Eye length ratio': 0.3190734793398154, 'Eye distance ratio': 0.46462549341078646, 'Nose ratio': 0.14455385922482428, 'Lip size ratio': 2.2650526238640025, 'Lip length ratio': 0.469941244462395, 'Eye-brow length ratio': 0.3190734793398154, 'Aggressive ratio': 0.9276352629896355}"
m-038-03.pts,m-038,"[(368.251, 278.749), (476.719, 283.817), (369.772, 405.464), (473.678, 407.491), (314.524, 269.625), (411.334, 264.05), (436.677, 262.022), (527.405, 261.009), (297.291, 277.735), (341.894, 280.269), (392.073, 282.803), (454.924, 289.393), (503.457, 283.461), (541.597, 281.283), (424.601, 347.025), (404.111, 355.741), (441.634, 356.329), (423.499, 397.354), (420.964, 424.217), (419.444, 493.15), (309.455, 404.45), (525.378, 409.518)]","{'Eye length ratio': 0.396880005130267, 'Eye distance ratio': 0.48798745975615404, 'Nose ratio': 0.17375302324775724, 'Lip size ratio': 3.8516209677664484, 'Lip length ratio': 0.4811768768973566, 'Eye-brow length ratio': 0.396880005130267, 'Aggressive ratio': 0.9821182537094226}"
m-038-05.pts,m-038,"[(369.418, 267.949), (476.962, 269.772), (373.975, 388.253), (476.051, 390.076), (317.468, 257.013), (407.696, 247.899), (440.506, 246.076), (526.177, 253.367), (294.684, 276.152), (347.544, 269.772), (388.557, 271.595), (455.089, 271.595), (499.747, 269.772), (543.494, 275.241), (423.19, 334.481), (409.519, 339.949), (441.418, 339.038), (425.924, 376.405), (426.835, 400.101), (426.835, 476.658), (314.734, 393.722), (533.468, 391.899)]","{'Eye length ratio': 0.36448104989702435, 'Eye distance ratio': 0.48546942098466306, 'Nose ratio': 0.14588906005044924, 'Lip size ratio': 4.305237703256437, 'Lip length ratio': 0.4667254833384976, 'Eye-brow length ratio': 0.36448104989702435, 'Aggressive ratio': 0.9536594182665895}"
m-039-01.pts,m-039,"[(343.396, 258.591), (444.333, 260.75), (348.794, 372.482), (445.952, 370.323), (299.135, 244.557), (383.879, 233.761), (418.424, 240.239), (491.832, 242.398), (266.749, 259.67), (321.266, 260.21), (368.225, 261.29), (422.202, 260.75), (469.702, 262.369), (511.264, 261.29), (399.532, 310.948), (378.481, 321.204), (415.185, 320.664), (400.611, 358.987), (398.992, 380.038), (401.151, 462.083), (275.385, 375.181), (505.326, 366.004)]","{'Eye length ratio': 0.3493734042940823, 'Eye distance ratio': 0.4647527798735487, 'Nose ratio': 0.15951384162098692, 'Lip size ratio': 4.602909245867076, 'Lip length ratio': 0.42230259273482296, 'Eye-brow length ratio': 0.3493734042940823, 'Aggressive ratio': 0.8841956651090316}"
m-039-02.pts,m-039,"[(341.905, 267.654), (443.328, 272.415), (338.562, 377.255), (446.846, 376.73), (295.718, 245.274), (375.237, 241.941), (420.473, 248.131), (488.088, 254.321), (264.767, 263.845), (319.112, 267.394), (367.998, 269.497), (419.512, 271.074), (465.243, 273.176), (509.039, 277.653), (399.045, 323.365), (372.38, 331.46), (415.235, 334.317), (393.807, 369.077), (391.427, 400.503), (388.57, 473.833), (267.624, 370.981), (497.611, 381.457)]","{'Eye length ratio': 0.3253011723695488, 'Eye distance ratio': 0.48657760118968346, 'Nose ratio': 0.18655680395051594, 'Lip size ratio': 3.435883151457243, 'Lip length ratio': 0.4703444540061541, 'Eye-brow length ratio': 0.3253011723695488, 'Aggressive ratio': 0.8920340418650687}"
m-039-03.pts,m-039,"[(336.232, 293.442), (440.501, 292.951), (343.118, 417.877), (439.517, 413.45), (280.163, 285.081), (373.611, 280.655), (404.105, 283.606), (492.635, 280.655), (259.014, 293.934), (306.722, 300.328), (362.791, 296.885), (412.958, 300.82), (469.027, 296.885), (508.866, 295.902), (389.35, 360.332), (373.12, 368.693), (408.04, 370.169), (391.809, 409.024), (392.301, 429.189), (396.236, 502.472), (274.261, 413.942), (496.078, 413.45)]","{'Eye length ratio': 0.3744210739797286, 'Eye distance ratio': 0.48621371925231893, 'Nose ratio': 0.15756724651186352, 'Lip size ratio': 4.784125373402326, 'Lip length ratio': 0.4350449299287387, 'Eye-brow length ratio': 0.3744210739797286, 'Aggressive ratio': 0.9390134568268474}"
m-039-05.pts,m-039,"[(336.608, 269.772), (439.595, 265.215), (358.481, 387.342), (435.038, 380.051), (290.127, 259.747), (373.975, 247.899), (406.785, 246.987), (490.633, 251.544), (270.987, 289.823), (312.911, 276.152), (362.127, 270.684), (415.899, 269.772), (460.557, 267.038), (506.127, 277.975), (391.291, 327.19), (373.975, 333.57), (412.253, 332.658), (394.937, 367.291), (395.848, 399.19), (395.848, 470.278), (283.747, 391.899), (503.392, 387.342)]","{'Eye length ratio': 0.3596736060965529, 'Eye distance ratio': 0.4958708448458632, 'Nose ratio': 0.17428407226833345, 'Lip size ratio': 2.4098579129288713, 'Lip length ratio': 0.3500505546453754, 'Eye-brow length ratio': 0.3596736060965529, 'Aggressive ratio': 0.9213911255418467}"
m-040-01.pts,m-040,"[(313.75, 257.769), (434.184, 255.837), (320.835, 400.745), (429.032, 395.592), (269.312, 235.228), (351.748, 223.636), (394.898, 225.568), (478.623, 228.144), (250.635, 259.058), (291.853, 257.125), (340.156, 262.278), (412.287, 260.346), (462.522, 254.549), (505.672, 255.193), (383.306, 341.494), (362.697, 353.73), (401.339, 351.798), (379.442, 394.304), (380.086, 422.642), (380.73, 473.52), (269.312, 400.101), (488.283, 386.576)]","{'Eye length ratio': 0.32840333690096657, 'Eye distance ratio': 0.494995964558976, 'Nose ratio': 0.1763552023632588, 'Lip size ratio': 3.821429839083878, 'Lip length ratio': 0.4937348119301116, 'Eye-brow length ratio': 0.32840333690096657, 'Aggressive ratio': 0.9804684631312712}"
m-040-02.pts,m-040,"[(319.059, 267.07), (440.549, 264.856), (325.716, 390.98), (439.043, 391.933), (274.567, 247.019), (355.824, 240.083), (403.884, 237.11), (488.114, 237.605), (248.059, 272.947), (295.241, 268.606), (344.286, 271.463), (417.616, 271.939), (465.708, 264.797), (509.915, 265.847), (384.066, 357.509), (361.274, 364.941), (407.848, 362.959), (384.066, 394.174), (385.552, 424.397), (389.516, 494.259), (264.162, 391.201), (498.519, 390.21)]","{'Eye length ratio': 0.32155272002253815, 'Eye distance ratio': 0.4999004749165395, 'Nose ratio': 0.1989090877878878, 'Lip size ratio': 3.745302161947084, 'Lip length ratio': 0.483578445431724, 'Eye-brow length ratio': 0.32155272002253815, 'Aggressive ratio': 0.9700529708309685}"
m-040-03.pts,m-040,"[(320.7, 286.498), (441.537, 282.899), (328.413, 424.305), (434.853, 424.305), (275.45, 272.1), (366.978, 274.157), (394.745, 275.186), (486.273, 257.703), (250.254, 284.441), (298.075, 285.984), (352.58, 290.097), (417.37, 292.669), (468.79, 284.441), (510.955, 281.356), (382.918, 391.396), (364.407, 389.339), (406.572, 386.768), (382.821, 417.883), (385.489, 446.93), (388.06, 496.293), (273.907, 421.219), (489.358, 422.762)]","{'Eye length ratio': 0.3574065853425857, 'Eye distance ratio': 0.4582787869214635, 'Nose ratio': 0.19606419565147798, 'Lip size ratio': 3.6490454664218737, 'Lip length ratio': 0.4940207770576377, 'Eye-brow length ratio': 0.3574065853425857, 'Aggressive ratio': 0.9710833447383229}"
m-040-05.pts,m-040,"[(318.38, 263.392), (438.684, 259.747), (332.051, 409.215), (434.127, 401.924), (267.342, 250.633), (362.127, 235.139), (395.848, 235.139), (487.899, 238.785), (249.114, 270.684), (296.506, 266.127), (345.722, 269.772), (414.987, 267.949), (460.557, 261.57), (507.949, 263.392), (393.114, 353.62), (374.886, 359.089), (407.696, 355.443), (389.468, 399.19), (384.0, 428.354), (384.0, 479.392), (277.367, 411.038), (487.899, 400.101)]","{'Eye length ratio': 0.3709116671067545, 'Eye distance ratio': 0.4915349927089623, 'Nose ratio': 0.15659141309720098, 'Lip size ratio': 3.448889720642253, 'Lip length ratio': 0.485428563945126, 'Eye-brow length ratio': 0.3709116671067545, 'Aggressive ratio': 1.0107693768529986}"
m-041-01.pts,m-041,"[(327.447, 265.52), (443.74, 257.697), (336.834, 386.506), (452.605, 381.291), (278.427, 247.267), (361.866, 237.881), (403.585, 229.015), (487.169, 235.858), (265.389, 272.821), (306.066, 269.17), (351.436, 267.606), (423.402, 262.391), (469.815, 259.262), (511.534, 255.611), (382.725, 329.663), (366.038, 339.05), (401.499, 336.443), (391.591, 377.641), (391.591, 399.543), (395.763, 479.332), (279.991, 388.592), (510.491, 376.076)]","{'Eye length ratio': 0.3402903510255448, 'Eye distance ratio': 0.509188370852017, 'Nose ratio': 0.1540320970574604, 'Lip size ratio': 5.291224429762601, 'Lip length ratio': 0.5020300673696111, 'Eye-brow length ratio': 0.3402903510255448, 'Aggressive ratio': 0.9370854708060068}"
m-041-02.pts,m-041,"[(314.204, 253.956), (431.135, 249.497), (310.377, 364.781), (443.876, 358.163), (261.685, 236.614), (343.464, 216.829), (383.351, 220.787), (472.755, 224.228), (248.307, 261.883), (291.908, 258.415), (334.023, 252.965), (408.344, 252.965), (457.891, 251.479), (495.546, 249.992), (370.193, 317.376), (349.383, 325.304), (391.993, 321.835), (375.638, 357.351), (377.625, 389.715), (385.552, 475.431), (256.127, 369.68), (498.519, 356.518)]","{'Eye length ratio': 0.3614595386816453, 'Eye distance ratio': 0.5072188652338423, 'Nose ratio': 0.17611179344172442, 'Lip size ratio': 4.1222263518509665, 'Lip length ratio': 0.5506217907240414, 'Eye-brow length ratio': 0.3614595386816453, 'Aggressive ratio': 0.9407070254444504}"
m-041-03.pts,m-041,"[(317.501, 270.332), (441.453, 265.921), (323.461, 401.665), (445.63, 393.311), (266.03, 259.656), (361.573, 252.346), (392.377, 248.692), (491.574, 254.957), (252.978, 275.319), (292.657, 277.407), (341.212, 273.23), (412.216, 271.664), (461.293, 270.098), (509.847, 264.877), (370.971, 349.455), (354.264, 355.721), (388.722, 355.721), (383.501, 398.532), (381.935, 414.717), (390.288, 494.597), (268.641, 403.231), (503.582, 390.179)]","{'Eye length ratio': 0.3866274997307611, 'Eye distance ratio': 0.4988386972293484, 'Nose ratio': 0.14644080472826637, 'Lip size ratio': 7.5307440104121275, 'Lip length ratio': 0.5204105058641566, 'Eye-brow length ratio': 0.3866274997307611, 'Aggressive ratio': 0.9636147857609241}"
m-041-05.pts,m-041,"[(335.696, 260.658), (456.911, 255.19), (347.544, 390.076), (453.266, 383.696), (287.392, 248.81), (374.886, 234.228), (413.165, 230.582), (497.924, 233.316), (275.544, 276.152), (314.734, 267.949), (358.481, 262.481), (432.304, 260.658), (477.873, 257.013), (514.329, 260.658), (392.203, 329.924), (375.797, 336.304), (414.987, 333.57), (397.671, 378.228), (398.582, 398.278), (398.582, 477.57), (292.861, 397.367), (514.329, 383.696)]","{'Eye length ratio': 0.3706877528661967, 'Eye distance ratio': 0.5214364715176353, 'Nose ratio': 0.1770486726632098, 'Lip size ratio': 5.277065958528467, 'Lip length ratio': 0.4773290722154717, 'Eye-brow length ratio': 0.3706877528661967, 'Aggressive ratio': 0.9860548540026941}"
m-042-01.pts,m-042,"[(322.303, 256.822), (437.691, 255.836), (333.152, 383.058), (432.76, 379.113), (273.733, 247.789), (362.909, 236.838), (403.064, 237.359), (488.067, 244.138), (260.665, 261.26), (295.675, 260.274), (350.904, 261.26), (415.008, 260.274), (466.291, 260.767), (498.837, 259.78), (385.421, 326.35), (369.378, 334.328), (401.201, 333.254), (387.887, 370.237), (386.408, 400.317), (384.928, 466.393), (281.375, 384.537), (482.564, 382.072)]","{'Eye length ratio': 0.3772238223576351, 'Eye distance ratio': 0.5342847476502639, 'Nose ratio': 0.15825282941183197, 'Lip size ratio': 3.310033553723947, 'Lip length ratio': 0.4954476108593326, 'Eye-brow length ratio': 0.3772238223576351, 'Aggressive ratio': 1.0334556763980394}"
m-042-02.pts,m-042,"[(322.627, 254.947), (437.576, 254.451), (315.628, 361.537), (444.947, 361.6), (277.099, 244.53), (364.537, 230.744), (402.2, 229.905), (484.39, 234.615), (263.171, 257.424), (297.854, 256.929), (344.924, 255.442), (412.803, 257.424), (462.35, 256.929), (498.519, 256.929), (382.799, 322.358), (362.251, 330.756), (401.882, 330.904), (380.16, 357.511), (380.307, 399.191), (381.588, 469.485), (274.567, 363.455), (491.583, 361.968)]","{'Eye length ratio': 0.37611504926738837, 'Eye distance ratio': 0.5209081992167859, 'Nose ratio': 0.18261485803276997, 'Lip size ratio': 3.1026442194140245, 'Lip length ratio': 0.5958822375722848, 'Eye-brow length ratio': 0.37611504926738837, 'Aggressive ratio': 1.0006420623432042}"
m-042-03.pts,m-042,"[(321.402, 275.624), (438.217, 275.152), (333.226, 401.898), (433.961, 398.587), (273.636, 271.368), (358.764, 271.841), (390.451, 272.787), (485.51, 268.53), (260.394, 276.57), (289.716, 279.408), (347.887, 278.935), (407.949, 277.989), (468.958, 277.989), (498.752, 276.57), (380.992, 350.821), (363.966, 358.388), (398.018, 358.388), (380.992, 391.02), (382.411, 417.032), (386.194, 471.419), (283.568, 401.425), (483.619, 397.168)]","{'Eye length ratio': 0.3992073782441516, 'Eye distance ratio': 0.5109296698404232, 'Nose ratio': 0.17017806909063232, 'Lip size ratio': 3.8689744594110147, 'Lip length ratio': 0.5037044902675001, 'Eye-brow length ratio': 0.3992073782441516, 'Aggressive ratio': 0.9808217900457501}"
m-042-05.pts,m-042,"[(324.759, 251.544), (445.063, 250.633), (336.608, 378.228), (435.949, 375.494), (279.19, 242.43), (368.506, 226.025), (405.873, 225.114), (492.456, 241.519), (266.43, 262.481), (299.241, 258.835), (353.924, 257.013), (416.81, 257.013), (472.405, 257.924), (502.481, 260.658), (387.646, 313.519), (371.241, 324.456), (406.785, 323.544), (386.734, 356.354), (387.646, 395.544), (387.646, 454.785), (284.658, 380.051), (488.81, 377.316)]","{'Eye length ratio': 0.3846938962545278, 'Eye distance ratio': 0.5308855890455945, 'Nose ratio': 0.17414724324183775, 'Lip size ratio': 2.5351292735281596, 'Lip length ratio': 0.4867436896401003, 'Eye-brow length ratio': 0.3846938962545278, 'Aggressive ratio': 0.9826421534865502}"
m-043-01.pts,m-043,"[(322.796, 248.932), (435.225, 242.522), (341.535, 374.675), (429.308, 368.758), (273.979, 227.728), (364.218, 228.221), (392.818, 223.783), (484.043, 220.332), (256.227, 255.342), (299.127, 253.37), (347.945, 249.425), (412.049, 245.48), (462.346, 247.946), (510.178, 246.96), (382.956, 301.695), (366.19, 312.543), (397.749, 311.557), (385.914, 359.388), (385.914, 379.606), (384.928, 487.104), (263.623, 373.689), (512.644, 366.292)]","{'Eye length ratio': 0.3592841351513393, 'Eye distance ratio': 0.47022290588068355, 'Nose ratio': 0.12673822088492762, 'Lip size ratio': 4.3511828023218735, 'Lip length ratio': 0.353116518540212, 'Eye-brow length ratio': 0.3592841351513393, 'Aggressive ratio': 0.9655130748270824}"
m-043-02.pts,m-043,"[(330.965, 236.067), (442.226, 229.142), (333.735, 344.559), (454.918, 335.213), (283.875, 225.449), (365.589, 209.291), (402.984, 206.521), (484.237, 204.213), (257.098, 242.531), (305.286, 241.074), (354.833, 236.119), (415.776, 234.137), (469.464, 233.297), (518.862, 230.989), (390.058, 280.849), (371.591, 290.544), (405.754, 289.621), (390.369, 325.05), (391.904, 357.947), (395.598, 447.049), (264.946, 349.637), (521.171, 334.402)]","{'Eye length ratio': 0.31790221855057266, 'Eye distance ratio': 0.45600978769404793, 'Nose ratio': 0.1331455306701022, 'Lip size ratio': 3.6906333076771807, 'Lip length ratio': 0.4735235696911233, 'Eye-brow length ratio': 0.31790221855057266, 'Aggressive ratio': 0.8369765466921425}"
m-043-03.pts,m-043,"[(325.247, 263.644), (439.436, 258.037), (335.765, 388.048), (434.848, 384.46), (271.721, 260.076), (369.597, 249.881), (386.929, 248.351), (486.335, 241.724), (259.486, 270.781), (295.17, 273.33), (352.775, 265.684), (410.889, 261.605), (467.983, 262.625), (503.158, 255.998), (383.361, 323.288), (366.539, 331.444), (399.674, 332.464), (386.139, 378.449), (386.42, 392.107), (391.008, 485.905), (276.819, 392.617), (501.118, 385.99)]","{'Eye length ratio': 0.4081052254679839, 'Eye distance ratio': 0.47680762145756395, 'Nose ratio': 0.14773242879705928, 'Lip size ratio': 7.257795111561957, 'Lip length ratio': 0.4418419024609068, 'Eye-brow length ratio': 0.4081052254679839, 'Aggressive ratio': 0.9960709670030914}"
m-043-05.pts,m-043,"[(324.759, 242.43), (438.684, 239.696), (339.342, 364.557), (432.304, 361.823), (280.101, 236.051), (373.975, 226.937), (398.582, 224.203), (486.076, 225.114), (263.696, 255.19), (300.152, 253.367), (345.722, 246.076), (410.43, 244.253), (461.468, 243.342), (503.392, 246.076), (385.823, 296.203), (367.595, 304.405), (402.228, 304.405), (385.823, 349.975), (385.823, 359.089), (385.823, 452.962), (269.165, 380.962), (498.835, 368.203)]","{'Eye length ratio': 0.3931950700763056, 'Eye distance ratio': 0.4814851312715614, 'Nose ratio': 0.15056246405125462, 'Lip size ratio': 10.204322426789805, 'Lip length ratio': 0.4043149476168204, 'Eye-brow length ratio': 0.3931950700763056, 'Aggressive ratio': 0.916149889542308}"
